,name,street,zip,city,siren,status,description,working_hours,no_cars
627,Appro Concept,34 rue leopold sedar senghor,29900,Concarneau,919834077,Actif depuis le 04/10/2022,"Fort d'une expérience de plus de 17 ans dans le secteur du commerce automobile, nous mettons notre savoir faire à votre service au travers d 'Appro Concept.

Un projet d'achat ou de vente de véhicule ?

Notre expertise nous permet de vous accompagner sur :

- le choix de votre nouveau véhicule en stock ou à la demande (sur-mesure)

- la reprise ou l'achat cash de votre ancien véhicule

- la proposition d'extension de garantie","Pour un meilleur service nous fonctionnons sur rendez vous .

Tel : 0298472474",Annonces (50)
628,APPRO UTILITAIRES,"5 route de Treillebois, lieu-dit Le Clos des Bergers",49610,Saint Melaine Sur Aubance,800065989,Actif depuis le 06/02/2014,"Professionnel de l'utilitaire neuf et occasion toutes marques 
dans le Maine et Loire ( 49 )

Situé prêt d'Angers, retrouvez des professionnels à votre 
écoute pour vous accompagner dans l'investissement d'un 
véhicule utilitaire.
Nous répondrons à vos questions, nous trouverons le matériel
adapté à vos besoins, que vous soyez professionnel ou bien 
particulier.

Nos véhicules sont vendus entretenus et garantis.

Contactez nous pour toutes recherches de véhicules 
utilitaires.

www.appro-utilitaires.com","Ouvert du Lundi au Vendredi de 9h00 à 12h00 
et de 14h00 à 18h30

Ouvert le samedi sur RENDEZ VOUS",Annonces (2)
629,AP QUALITY CAR,14 ROUTE DE LARDY,91630,Cheptainville,822828216,Actif depuis le 28/03/2017,"La société AP Quality Car spécialisé BMW & MINI vous propose depuis 2016 des véhicules d'occasions contrôlés, révisés, sans aucun frais à prévoir.
- kilométrage GARANTI

Spécialiste de ces marques nous vous conseillons dans votre achat et effectuons également les recherche pour trouvé le véhicule vous correspondant.","Horaires :
Du Lundi au Samedi 09:30–19:00
dimanche 11:00–18:00",Annonces (19)
630,A.P.R.C.,2 CHEMIN DE COUBRON,93390,CLICHY SOUS BOIS,395328800,Actif depuis le 28/10/2010,"Nous sommes une casse automobile agréée par la Préfecture de
 la Seine-Saint-Denis vous permettant d'y déposer votre 
véhicule pour destruction en toute sécurité administrative 
(remise du certificat destruction Cerfa 14365*01).
Nous vendons des pièces détachées avec une garantie de 3 
mois sur les éléments mécaniques.
Nous nous adaptons aux nouvelles Directives Européennes en 
matière de protection de l'environnement (dépollution des 
matières dangereuses, recyclage, traçabilité 
administrative).
Pour professionnels et particuliers.
Notre magasin nous permet de vous proposer un choix 
important de pièces détachées déjà démontées. Nous achetons 
également des véhicules de moins de 10 ans avec problème 
mécanique.
Important : Pour vous rendre dans notre établissement, il 
est impératif de remonter la rue Jean Baptiste Clément à 
Coubron (93470) qui vous fera revenir sur Clichy s/bois.","Lundi au samedi : 9h à 12h30 et de 14h à18h

Centre VHU agréé PR930004D",Annonces (46)
631,APS AUTOMOBILES,2 RUE RAYMOND COLLART,86580,Biard,349203208,Actif depuis le 06/01/2011,"Bienvenue dans votre concession FORD POITIERS APS AUTOMOBILES - GROUPE PÉRICAUD située au 2 Rue Raymond Collart 86580 à BIARD.

Nous vous proposons une sélection de véhicules d'occasion toutes marques et des solutions de financement adaptées à vos besoins. 

Nous sommes à votre disposition par téléphone au 06.27.09.30.76. ou par e-mail à l'adresse suivante : dorian-prael@pericaud-automobiles.fr","Du LUNDI au VENDREDI de 8H00 à 12H00 et de 14H00 à 19H00.

Le SAMEDI de 9H00 à 12H00 et de 14H00 à 18H00.",Annonces (27)
632,APS AUTO SERVICES,65 route de Nîmes,30540,Milhaud,884723222,Actif depuis le 24/03/2015,,,Annonces (154)
633,AP SELECT Courtage,AP select,69003,Lyon,851519280,Actif depuis le 03/07/2019,"AP SELECT est une entreprise de courtage automobile, d'achat et vente de véhicules sports, vintage et Youngtimer.

Nos services de courtage et conciergerie s'adressent aux passionnés, aux investisseurs et aux entreprises.

Nous proposons également un service d'aide à la vente.

AP SELECT c’est aussi des solutions d’investissements automobile pour enrichir votre patrimoine. 

Prenez le volant, AP SELECT s’occupe du reste.",Sur rendez-vous,Annonces (21)
634,AP UTILITAIRE SAS,13 Bis Zone d'Activités des Alouettes,62223,Saint-Nicolas-Lez-Arras,820789949,Actif depuis le 04/08/2016,"AP utilitaire c'est plus de 30 ans d'expérience passionnée, des spécialistes engagés sur la qualité au meilleur prix.

Soucieux de votre sécurité et de votre tranquillité, nos véhicules bénéficient d'une sélection rigoureuse et de provenance française.
Ils sont intégralement reconditionnés, révisés et sécurisés d’actions préventives : remplacement systématique des pièces d'usure au-delà de 60 % de vétusté.

Notre expérience nous permet également de vous conseiller au mieux, sur la pose d'aménagements spécifiques à votre activité, sur les différents modes de financement, la garantie, l'entretien, et la reprise de votre ancien véhicule.

Nous proposons tout type de carrosserie :
Fourgon, Cabine approfondie, Benne, Plateau, Grand volume, Frigorifique.

Au plaisir de vous rencontrer et à bientôt…","Du Lundi au Vendredi de 8H00 à 19H30
Le Samedi matin de 8H30 à 12H30
Entre France Express et Campanile / Loxam 
A 40 mn de Lille et 2H de Paris",Annonces (7)
635,AQUITAINE AUTOMOBILES ET UTILITAIRES,305 Avenue de Soulac,33320,Le Taillan-Médoc,848655510,Actif depuis le 18/05/2019,"AQUITAINE AUTOMOBILES & UTILITAIRES, négociant de véhicules, a su s’imposer par son sérieux et son dynamisme commercial. Vous trouverez une petite équipe familiale qui sera présente pour vous conseiller, vous accompagner dans vos recherches.
Nous avons plus de 60 véhicules en stock disponibles, des citadines, des SUVs, des 4x4 et de nombreux utilitaires de toutes les tailles de toutes les marques, pour que vous puissiez trouver le véhicule qu'il vous faut !
Nous avons un atelier mécanique et carrosserie pour pouvoir vendre des véhicules préparés esthétiquement, révisés prêts à prendre la route. Les véhicles vendus sont bien-évidemment garantis qui est faite sur-mesure pour coller à votre utilisation.
Nous proposons également des solutions de financement pour vous accompagner dans votre parcours d'achat.",du lundi au vendredi de 9h30 à 12h00 et de 14h30 à 19h30 et le samedi de 9h30 à 12h00 et de 14h30 à 18h30,Annonces (57)
636,AQUITAINE OCCASIONS,8 RUE DE LA GRAVETTE,33320,Eysines,451149652,Actif depuis le 31/05/2022,"Spécialiste de l'occasion et du neuf depuis plus de 20 ans !
Contact Tel 05 56 80 48 67
Financement et reprise possible.
Un service livraison a domicile est disponible a partir de 150€

Service atelier mécanique, carrosserie et vitrage.
Garage agréer préfecture (carte grise)

Nous pouvons faire l'avance de la prime a la conversion.","Lundi au vendredi: 9h00 à 12h30 à 18h30
Le samedi de 9h00 à 12h30 / 14h00 à 17h00 
Tel 05/56/80/48/67",Annonces (32)
637,AQUITAINE RECHANGE AUTO,249 AVENUE DE LABARDE,33000,BORDEAUX,792148884,Actif depuis le 08/04/2011,"Vente et pose d’attelage toutes marques et modèles à prix 
discount.
Chaque attelage répond aux normes de sécurité exigées et est
 livré avec la notice de montage ainsi que tous les éléments de fixation.
Vous pouvez lors de la commande d'un attelage choisir votre 
lieu de livraison. Votre commande sera livrée à l'adresse 
que vous nous aurez indiqué.


TEL 05 56 37 25 74","DU LUNDI AU VENDREDI DE 
           9H à 12H 
         14H à 18H",Annonces (55)
638,AQUITAINE UTILITAIRES,571 RTE D'AGEN TERREFORT - RD 813,47240,LAFOX,899627087,Actif depuis le 04/06/2021,"La société AQUITAINE UTLITAIRES est le partenaire privilégié des professionnels souhaitant acquérir un véhicule utilitaire ou poids lourd. Le choix d'occasion ou neuf avec les solutions adaptés telles que le financement en LOA ou LLD permettront de satisfaire le plus grand nombre. Un large choix disponible sur parc pour les demandes immédiates, mais aussi des camions à la carte, à configurer avec vous ; notre expertise et nos conseils nous permettrons de construire le camion le plus adaptés.
Votre sécurité est notre priorité : tous nos véhicules sont révisés, et garantis mécaniquement au niveau NATIONAL. 
Nos services PRO : reprise de votre véhicule, flocage à vos couleurs et livraison sont possibles.",Du Lundi au Vendredi de 09h00 à 12h00 et de 14h00 à 19h00,Annonces (13)
639,ARA Car import,,,,933354706,Actif depuis le 15/10/2024,"🤝🏻 CONCRETISEZ VOTRE PROJET AUTOMOBILE AU MEILLEUR PRIX

🔑 Bénéficiez d'un service complet clé en main :

- Recherche personnalisée à travers l'Europe pour trouver le véhicule qui correspond à vos besoins.
- Analyse de la demande. Certaines marques sont plus représentées en Espagne ou aux Pays Bas par exemple, vous serez donc conseillez sur les tendances de chaque Pays.
- Contrôle des véhicules concernés, par des centres de contrôle technique dans toute l'Europe, afin de sécuriser votre transaction sans avoir à vous déplacer. 
- Immatriculation du véhicule, ne vous souciez pas des formalités administratives, les démarches sont réalisées pour vous.
- Tous nos véhicules sont garantis 12 mois minimum.
- Livraison du véhicule par camion plateau à votre domicile, le transport est assuré et garanti.
- Reprise de votre Auto grâce à une société partenaire.

📋 Contactez nous pour une recherche personnalisée de votre futur véhicule.","du lundi au vendredi :
9H00 - 18H00
Samedi :
9H30 - 12H
Fermer le dimanche et les jours férié",
640,ARAGATS AUTO,4 rue Henri TURNER,31100,TOULOUSE,801344995,Actif depuis le 25/11/2014,"EURL GARAGE ARAGATS AUTO VOUS PROPOSE UNE LARGE GAMME DE 
VOITURES DE TOUS TYPE ET DE TOUS GENRE.
Toutes nos voitures sont révisées et garanties 3 mois ,voir 
extension de garantie de chez direct garantie plusieurs 
options pour vous faciliter les soucis mécanique.
Pour plus d informations notre équipe est en votre entière 
disposition pour un choix de garantie ou un choix de 
véhicule 
compatible a vos besoin quotidien ainsi le moyen de 
financement.

///////////VENEZ VISITER NOTRE GARAGE//////////////////",Du Lundi au Samedi 9H00 - 18H00 NON STOP .,Annonces (36)
641,ARAM'S AUTO ML,9 Avenue de l’Europe,32810,Preignan,808457824,Actif depuis le 26/11/2012,"🚗 Achat et vente de voiture
📍Preignan 32810 
📩 Prise de RDV sur Leboncoin ou Par téléphone","Du Lundi au Samedi 
09h - 12h 14h- 19h",Annonces (60)
642,AR AUTO 42,3 RUE DU PUITS CAMILLE,42000,Saint-Étienne,799550934,Actif depuis le 25/10/2014,"AR AUTO vous propose une sélection de véhicules d'occasion 
révisés et garantis, de toutes marques sur parc ou sur 
commande.

Les Services AR AUTO : 
- Extension de garantie
- Recherche personnalisée
- Reprise de votre véhicule
- Achat de votre véhicule

Entretien Mécanique et Réparation boîte de vitesse manuelle

Nous pouvons faire votre carte grise directement sur place.",,Annonces (26)
643,AR AUTO Consulting,16 rue du chevalement,68310,Wittelsheim,979974011,Actif depuis le 11/10/2023,"Professionnels et passionnés d'automobile, notre équipe met en œuvre tout son savoir-faire afin de vous accompagner à réaliser vos démarches d'achat ou de vente.  Sur place 2 pôles pour vous accueillir, pôle sport et pôle premium. 

Nous nous ferons un plaisir de vous conseiller. 

À l'aide de nos connaissances et de notre réseau, nous sélectionnons les meilleurs véhicules avec un suivi irréprochable. De plus, tous nos véhicules sont livrés garantis. 

Sur place, retrouvez une équipe jeune et dynamique. 

Nous vous proposons aussi plusieurs services :
- Financement
- Extension jusqu'à 48 mois de garantie
- Démarches administratives 

Possibilité de vous récupérer a l'aéroport ou la gare de Mulhouse.
Accueil uniquement sur rendez-vous.","Du Lundi au Vendredi 
9h-12h/14h-18h
Accueil uniquement sur rendez-vous",Annonces (31)
644,Arbres à cames - Hemery,8 Rue des Roses,24100,Bergerac,528724743,Actif depuis le 05/02/2011,"Rectification d'arbres à cames !
AUCUNE LIMITE AUX NIVEAUX DES PROFILS,nous pouvons réalisé 
tout vos profils à l’infini ! 
Auto, moto, bateaux, jet ski, avion, ULM, off short,
quad, pit bike, off short, dragster, karting, sprint car, 
kart cross, etc........
Contrôle de vos arbres à cames compétition ou origine sur 
notre banc informatisé!
Transparence entre le produit proposé et le prix affiché !
Des professionnels à votre service possédant les meilleures
 compétences technique
30 titres de Champions du monde toutes disciplines comprises !
 Lors de l'envoi de vos pièces, assurez-vous de la solidité
 de votre emballage !
Joignez aussi le maximum de renseignements sur votre véhicu
le (modèle année) ainsi que les modifications déjà effectué
es !
Indiquez-nous impérativement un numéro de téléphone afin qu
e nous puissions vous joindre ! 
Vous pouvez aussi nous rejoindre sur notre page FACEBOOK","9H00 à 12H00 et de 14H00 à 18H00 du Mardi au
 samedi.
Horaires renseignements 0670025046 de 11H0
0 à 12H00 et 14H00 à 15H00 et 17H00 à 18H00",Annonces (30)
645,ARCACHON MARINE SANGUINET MARINE,"Quai Goslar - 1, Pôle Nautisme",33120,ARCACHON,420679250,Actif depuis le 31/01/2012,"VENTE, GESTION ET LOCATION DE BATEAUX SUR LE BASSIN 
D’ARCACHON ET SUR LE GRAND LAC DE BISCARROSSE CAZAUX SANGUINET.

VENTE* : PLACE AU PORT OU CORPS MORT GARANTIS* ! 
Plusieurs solutions vous sont proposées, notamment par le 
biais de la location gestion.
Contactez-nous au 05.57.72.23.23 ou 06.70.17.39.54 !
ARCACHON MARINE est le professionnel incontournable du 
bassin d’Arcachon dans le domaine de la 
vente/gestion/location de bateaux rigide et semi-rigide neuf
ou d’occasion. Négociant toutes marques, ARCACHON MARINE 
est, entre autres spécialiste des marques NUOVA JOLLY, RANIERI, SALPA, NORDKAPP, NIREUS

GESTION* : Confiez votre bateau à la gestion et 
bénéficierez de l’une de nos places au port ou corps mort (Arcachon) et de revenus locatifs lorsque vous ne l’utilisez
pas.

LOCATION : Notre équipe vous propose un large choix de bateaux avec ou sans permis adaptés à vos besoins et à vos envies !

*Voir conditions en magasin.",,Annonces (25)
646,ARCAD'AUTO,8 rue Nieuport,78140,Vélizy-Villacoublay,949050702,Actif depuis le 01/05/2023,"ARCAD'AUTO vous propose une sélection de véhicules d'occasion révisés et garantis

Les Services : 

- Extension de garantie
- Paiement en plusieurs fois
- Financement 12, 24 ou 36 mois
- Recherche personnalisée
- Reprise de votre véhicule

Contactez nous pour toutes informations supplémentaires","Sur rendez-vous uniquement.
Du lundi au dimanche.
De 09h à 21h.",Annonces (16)
647,ARCADES DES NATIONS,20 Rue de l'Université,93160,Noisy-le-Grand,414995035,Actif depuis le 30/09/2020,,,Annonces (47)
648,ARCA DREAM AUTOMOBILE,880 avenue Gustave Eiffel,33260,La Teste-de-Buch,983150822,Actif depuis le 22/01/2024,"""Vroomiz vous propose un grand nombre de partenaires sur le territoire national et couvre toutes les activités liées à la vente automobile telles que l’achat, la vente, la reprise et le dépôt vente.

L’expérience client est notre priorité. Nous disposons de tous les outils nécessaires afin de vous accompagner dans votre projet d’achat automobile.

Chaque partenaire est libre de proposer les services qu’il souhaite, y compris les garanties, les financements, les assurances.

Vous pouvez également faire estimer gratuitement votre véhicule sur Vroomiz.fr pour le vendre au bon prix ou éditer votre carte grise.

Nos partenaires sont sélectionnés méticuleusement et suivis tout au long de leur engagement au réseau avec un stock de plus de 8000 véhicules.""",Du lundi au samedi de 9H30 à 12H et de 14H à 18H,Annonces (3)
649,ARC EN CIEL CAMPING CAR,ZA PEN MANE,56520,GUIDEL,384301438,Actif depuis le 11/12/2012,"Concessionnaire des marques Mc LOUIS, BURSTNER, CARADO, HYMER, PÖSSL, ITINEO, DREAMER, MOBILVETTA, LAIKA, CAMPSTER, ROADCAR, nous vous proposons également des véhicules d’occasions.

Nos conseillers commerciaux, Cédric et Pascal sauront vous accompagner dans votre projet de recherche et d’achat de camping-car neuf ou d’occasions. Ils pourront également vous faire découvrir nos diverses solutions de financement.

N’hésitez pas à consulter Vivien et Steven pour les équipements de votre camping-car 
ou de votre fourgon aménagé dans notre magasin NARBONNE ACCESSOIRES.

Pour toute demande de pièces détachées, vous pouvez contacter Albert et Véronique qui effectueront les différentes demandes auprès des fournisseurs.

Notre atelier sera à votre écoute pour la préparation de votre camping-car, la pose d’accessoires et vos réparations.","Du mardi au samedi  

de 9 h 15 à 12 h 15 et de 14 h à 18 h 30.
 
(fermeture à 18h le samedi)",Annonces (18)
